timestamp,from_user_id,to_user_id,text_left,text_right,label
2026-05-14T20:18:28.776688,-910000000019,-920000000019,Хочу серьезные отношения и общие планы. synthetic_batch=20260514201828,Ищу легкое общение без обязательств. synthetic_batch=20260514201828,negative
2026-05-14T20:18:28.776998,-910000000020,-920000000020,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514201828","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514201828",positive
2026-05-14T20:18:28.777342,-910000000021,-920000000021,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514201828","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514201828",positive
2026-05-14T20:18:28.777636,-910000000022,-920000000022,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514201828","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514201828",neutral
2026-05-14T20:18:28.777868,-910000000023,-920000000023,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514201828,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514201828",negative
2026-05-14T20:18:28.778367,-910000000024,-920000000024,Хочу серьезные отношения и общие планы. synthetic_batch=20260514201828,Ищу легкое общение без обязательств. synthetic_batch=20260514201828,negative
2026-05-14T20:18:28.778734,-910000000025,-920000000025,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514201828","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514201828",positive
2026-05-14T20:18:28.779107,-910000000026,-920000000026,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514201828","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514201828",positive
2026-05-14T20:18:28.779404,-910000000027,-920000000027,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514201828","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514201828",neutral
2026-05-14T20:18:28.779673,-910000000028,-920000000028,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514201828,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514201828",negative
2026-05-14T20:18:28.779911,-910000000029,-920000000029,Хочу серьезные отношения и общие планы. synthetic_batch=20260514201828,Ищу легкое общение без обязательств. synthetic_batch=20260514201828,negative
2026-05-14T20:18:28.780169,-910000000030,-920000000030,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514201828","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514201828",positive
2026-05-14T20:18:28.780391,-910000000031,-920000000031,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514201828","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514201828",positive
2026-05-14T20:18:28.780607,-910000000032,-920000000032,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514201828","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514201828",neutral
2026-05-14T20:18:28.780853,-910000000033,-920000000033,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514201828,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514201828",negative
2026-05-14T20:18:28.781063,-910000000034,-920000000034,Хочу серьезные отношения и общие планы. synthetic_batch=20260514201828,Ищу легкое общение без обязательств. synthetic_batch=20260514201828,negative
2026-05-14T20:18:28.781269,-910000000035,-920000000035,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514201828","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514201828",positive
2026-05-14T20:18:28.781464,-910000000036,-920000000036,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514201828","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514201828",positive
2026-05-14T20:18:28.781667,-910000000037,-920000000037,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514201828","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514201828",neutral
2026-05-14T20:18:28.781952,-910000000038,-920000000038,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514201828,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514201828",negative
2026-05-14T20:18:28.782251,-910000000039,-920000000039,Хочу серьезные отношения и общие планы. synthetic_batch=20260514201828,Ищу легкое общение без обязательств. synthetic_batch=20260514201828,negative
2026-05-14T20:56:48.928827,-910000000000,-920000000000,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.929208,-910000000001,-920000000001,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.929482,-910000000002,-920000000002,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.929776,-910000000003,-920000000003,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.929992,-910000000004,-920000000004,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.930226,-910000000005,-920000000005,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.930427,-910000000006,-920000000006,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.930634,-910000000007,-920000000007,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.930824,-910000000008,-920000000008,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.931057,-910000000009,-920000000009,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.931260,-910000000010,-920000000010,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.931465,-910000000011,-920000000011,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.931653,-910000000012,-920000000012,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.931866,-910000000013,-920000000013,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.932052,-910000000014,-920000000014,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.932232,-910000000015,-920000000015,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.932420,-910000000016,-920000000016,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.932611,-910000000017,-920000000017,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.932859,-910000000018,-920000000018,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.933137,-910000000019,-920000000019,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.933346,-910000000020,-920000000020,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.933555,-910000000021,-920000000021,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.933740,-910000000022,-920000000022,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.933920,-910000000023,-920000000023,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.934101,-910000000024,-920000000024,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.934279,-910000000025,-920000000025,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.934456,-910000000026,-920000000026,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.934654,-910000000027,-920000000027,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.934831,-910000000028,-920000000028,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.935017,-910000000029,-920000000029,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.935194,-910000000030,-920000000030,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.935371,-910000000031,-920000000031,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.935545,-910000000032,-920000000032,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.935719,-910000000033,-920000000033,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.935919,-910000000034,-920000000034,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.936101,-910000000035,-920000000035,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.936324,-910000000036,-920000000036,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.936555,-910000000037,-920000000037,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.936746,-910000000038,-920000000038,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.936928,-910000000039,-920000000039,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.937111,-910000000040,-920000000040,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.937366,-910000000041,-920000000041,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.937558,-910000000042,-920000000042,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.937748,-910000000043,-920000000043,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.938002,-910000000044,-920000000044,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.938293,-910000000045,-920000000045,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.938516,-910000000046,-920000000046,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.938725,-910000000047,-920000000047,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.938943,-910000000048,-920000000048,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.939133,-910000000049,-920000000049,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.939315,-910000000050,-920000000050,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.939494,-910000000051,-920000000051,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.939703,-910000000052,-920000000052,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.939888,-910000000053,-920000000053,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.940067,-910000000054,-920000000054,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.940306,-910000000055,-920000000055,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.940504,-910000000056,-920000000056,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.940689,-910000000057,-920000000057,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.940879,-910000000058,-920000000058,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.941060,-910000000059,-920000000059,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.941275,-910000000060,-920000000060,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.941456,-910000000061,-920000000061,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.941711,-910000000062,-920000000062,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.941945,-910000000063,-920000000063,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.942157,-910000000064,-920000000064,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.942353,-910000000065,-920000000065,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.942542,-910000000066,-920000000066,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.942772,-910000000067,-920000000067,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.942968,-910000000068,-920000000068,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.943152,-910000000069,-920000000069,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.943343,-910000000070,-920000000070,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.943526,-910000000071,-920000000071,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.943702,-910000000072,-920000000072,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.943877,-910000000073,-920000000073,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.944060,-910000000074,-920000000074,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
2026-05-14T20:56:48.944243,-910000000075,-920000000075,"Люблю путешествия, спорт и активные выходные. synthetic_batch=20260514205648","Обожаю поездки, прогулки и новые места. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.944444,-910000000076,-920000000076,"Ценю уют, книги и спокойные вечера. synthetic_batch=20260514205648","Люблю домашний формат, фильмы и долгие разговоры. synthetic_batch=20260514205648",positive
2026-05-14T20:56:48.944657,-910000000077,-920000000077,"Много работаю, развиваю проекты и люблю цели. synthetic_batch=20260514205648","Ценю амбиции, развитие и самостоятельность. synthetic_batch=20260514205648",neutral
2026-05-14T20:56:48.944840,-910000000078,-920000000078,Мне нравятся вечеринки и большие компании. synthetic_batch=20260514205648,"Предпочитаю тишину, дом и камерное общение. synthetic_batch=20260514205648",negative
2026-05-14T20:56:48.945027,-910000000079,-920000000079,Хочу серьезные отношения и общие планы. synthetic_batch=20260514205648,Ищу легкое общение без обязательств. synthetic_batch=20260514205648,negative
